,milage,action,milage_bin,next_milage_bin
2852,15,0,0,1
2853,25,0,1,1
2854,33,0,1,1
2855,38,0,1,2
2856,52,0,2,2
2857,65,0,2,3
2858,69,0,3,3
2859,74,0,3,3
2860,83,0,3,4
2861,94,0,4,4
2862,105,0,4,4
2863,110,0,4,0
2865,4,0,0,0
2866,20,0,0,1
2867,28,0,1,1
2868,32,0,1,2
2869,45,0,2,2
2870,54,0,2,2
2871,60,0,2,3
2872,70,0,3,3
2873,76,0,3,3
2874,78,0,3,3
2875,87,0,3,0
2877,13,0,0,0
2878,18,0,0,1
2879,34,0,1,1
2880,42,0,1,2
2881,57,0,2,2
2882,61,0,2,3
2883,73,0,3,3
2884,78,0,3,3
2885,87,0,3,4
2886,90,0,4,4
2887,99,0,4,4
2888,109,0,4,5
2889,117,0,5,5
2890,127,0,5,6
2891,137,0,6,6
2892,147,0,6,7
2893,158,0,7,7
2894,165,0,7,0
2896,19,0,0,1
2897,26,0,1,1
2898,30,0,1,1
2899,36,0,1,2
2900,51,0,2,3
2901,70,0,3,3
2902,83,0,3,4
2903,91,0,4,4
2904,104,0,4,5
2905,114,0,5,5
2906,124,0,5,6
2907,135,0,6,6
2908,143,0,6,0
2910,2,0,0,0
2911,13,0,0,1
2912,26,0,1,1
2913,27,0,1,1
2914,41,0,1,2
2915,51,0,2,2
2916,53,0,2,2
2917,64,0,2,3
2918,78,0,3,3
2919,86,0,3,4
2920,94,0,4,4
2921,106,0,4,5
2922,121,0,5,5
2923,128,0,5,0
2925,6,0,0,0
2926,16,0,0,1
2927,30,0,1,1
2928,37,0,1,2
2929,50,0,2,2
2930,54,0,2,3
2931,71,0,3,3
2932,77,0,3,3
2933,86,0,3,4
2934,104,0,4,5
2935,113,0,5,5
2936,123,0,5,6
2937,133,0,6,6
2938,138,0,6,7
2939,157,0,7,0
2941,12,0,0,0
2942,19,0,0,1
2943,25,0,1,1
2944,31,0,1,2
2945,45,0,2,2
2946,54,0,2,2
2947,66,0,2,3
2948,74,0,3,3
2949,81,0,3,4
2950,91,0,4,0
2952,13,0,0,1
2953,23,0,1,1
2954,32,0,1,1
2955,44,0,1,2
2956,54,0,2,2
2957,62,0,2,3
2958,76,0,3,3
2959,83,0,3,3
2960,88,0,3,0
2962,8,0,0,0
2963,21,0,0,1
2964,24,0,1,1
2965,33,0,1,1
2966,38,0,1,2
2967,46,0,2,2
2968,54,0,2,2
2969,65,0,2,0
2971,6,0,0,0
2972,15,0,0,0
2973,21,0,0,1
2974,34,0,1,1
2975,40,0,1,2
2976,54,0,2,3
2977,69,0,3,3
2978,77,0,3,3
2979,86,0,3,4
2980,91,0,4,4
2981,110,0,4,5
2982,123,0,5,0
2984,7,0,0,0
2985,14,0,0,1
2986,24,0,1,1
2987,30,0,1,1
2988,38,0,1,2
2989,48,0,2,2
2990,58,0,2,2
2991,62,0,2,3
2992,83,0,3,4
2993,89,0,4,4
2994,94,0,4,4
2995,101,0,4,5
2996,117,0,5,6
2997,136,0,6,6
2998,147,0,6,7
2999,161,0,7,0
3001,16,0,0,1
3002,31,0,1,2
3003,50,0,2,2
3004,64,0,2,3
3005,74,0,3,4
3006,89,0,4,4
3007,102,0,4,5
3008,120,0,5,0
3010,21,0,0,1
3011,40,0,1,2
3012,53,0,2,2
3013,61,0,2,3
3014,68,0,3,3
3015,78,0,3,3
3016,87,0,3,4
3017,104,0,4,5
3018,116,0,5,0
3020,12,0,0,0
3021,17,0,0,1
3022,27,0,1,1
3023,40,0,1,2
3024,47,0,2,2
3025,58,0,2,2
3026,65,0,2,3
3027,77,0,3,0
3029,15,0,0,1
3030,28,0,1,1
3031,30,0,1,1
3032,33,0,1,2
3033,47,0,2,2
3034,57,0,2,2
3035,64,0,2,3
3036,69,0,3,3
3037,81,0,3,4
3038,90,0,4,4
3039,101,0,4,0
3041,9,0,0,0
3042,10,0,0,0
3043,19,0,0,1
3044,42,0,1,2
3045,50,0,2,2
3046,53,0,2,3
3047,68,0,3,3
3048,79,0,3,4
3049,91,0,4,4
3050,97,0,4,4
3051,108,0,4,5
3052,112,0,5,5
3053,122,0,5,0
3055,7,0,0,0
3056,17,0,0,1
3057,25,0,1,1
3058,44,0,1,2
3059,59,0,2,3
3060,67,0,3,3
3061,79,0,3,3
3062,88,0,3,4
3063,98,0,4,5
3064,120,0,5,5
3065,129,0,5,6
3066,136,0,6,6
3067,143,0,6,7
3068,161,0,7,7
3069,168,0,7,7
3070,174,0,7,0
3072,11,0,0,1
3073,28,0,1,1
3074,35,0,1,2
3075,51,0,2,3
3076,69,0,3,3
3077,83,0,3,4
3078,91,0,4,4
3079,100,0,4,4
3080,104,0,4,5
3081,112,0,5,0
3083,14,0,0,0
3084,21,0,0,1
3085,33,0,1,1
3086,40,0,1,2
3087,48,0,2,2
3088,54,0,2,2
3089,63,0,2,3
3090,78,0,3,3
3091,85,0,3,4
3092,96,0,4,0
3094,14,0,0,1
3095,28,0,1,1
3096,33,0,1,1
3097,44,0,1,2
3098,49,0,2,3
3099,75,0,3,3
3100,86,0,3,3
3101,88,0,3,4
3102,94,0,4,4
3103,105,0,4,5
3104,119,0,5,5
3105,132,0,5,6
3106,137,0,6,6
3107,141,0,6,0
3109,10,0,0,0
3110,18,0,0,1
3111,31,0,1,1
3112,34,0,1,2
3113,47,0,2,2
3114,52,0,2,3
3115,69,0,3,3
3116,76,0,3,3
3117,80,0,3,3
3118,85,0,3,1
3120,24,0,1,1
3121,29,0,1,1
3122,40,0,1,2
3123,46,0,2,2
3124,59,0,2,3
3125,72,0,3,4
3126,92,0,4,4
3127,97,0,4,4
3128,105,0,4,5
3129,113,0,5,5
3130,120,0,5,5
3131,129,0,5,0
3133,10,0,0,0
3134,13,0,0,1
3135,28,0,1,1
3136,42,0,1,2
3137,49,0,2,2
3138,65,0,2,3
3139,76,0,3,3
3140,83,0,3,3
3141,85,0,3,4
3142,93,0,4,4
3143,104,0,4,5
3144,116,0,5,5
3145,124,0,5,0
3147,11,0,0,0
3148,20,0,0,1
3149,28,0,1,1
3150,39,0,1,2
3151,51,0,2,3
3152,68,0,3,3
3153,78,0,3,3
3154,87,0,3,4
3155,91,0,4,4
3156,99,0,4,4
3157,110,0,4,5
3158,115,0,5,5
3159,120,0,5,6
3160,134,0,6,6
3161,137,0,6,6
3162,147,0,6,0
3164,13,0,0,0
3165,21,0,0,1
3166,30,0,1,1
3167,36,0,1,0
3169,13,0,0,1
3170,27,0,1,1
3171,41,0,1,2
3172,52,0,2,2
3173,57,0,2,3
3174,74,0,3,3
3175,84,0,3,4
3176,93,0,4,4
3177,102,0,4,5
3178,111,0,5,5
3179,117,0,5,5
3180,123,0,5,5
3181,130,0,5,6
3182,140,0,6,6
3183,146,0,6,6
3184,154,0,6,7
3185,164,0,7,0
3187,15,0,0,0
3188,22,0,0,1
3189,32,0,1,1
3190,40,0,1,1
3191,44,0,1,2
3192,51,0,2,2
3193,64,0,2,3
3194,73,0,3,3
3195,86,0,3,4
3196,93,0,4,0
3198,9,0,0,0
3199,19,0,0,1
3200,26,0,1,1
3201,30,0,1,1
3202,35,0,1,2
3203,49,0,2,2
3204,57,0,2,3
3205,70,0,3,3
3206,75,0,3,3
3207,82,0,3,3
3208,88,0,3,4
3209,99,0,4,4
3210,104,0,4,5
3211,118,0,5,5
3212,123,0,5,0
3214,6,0,0,0
3215,19,0,0,1
3216,25,0,1,1
3217,42,0,1,2
3218,58,0,2,3
3219,67,0,3,3
3220,72,0,3,3
3221,79,0,3,4
3222,89,0,4,4
3223,92,0,4,4
3224,98,0,4,4
3225,110,0,4,1
3227,25,0,1,1
3228,34,0,1,2
3229,46,0,2,2
3230,56,0,2,2
3231,63,0,2,3
3232,70,0,3,3
3233,76,0,3,3
3234,82,0,3,3
3235,87,0,3,4
3236,99,0,4,5
3237,122,0,5,5
3238,129,0,5,6
3239,134,0,6,0
3241,10,0,0,1
3242,23,0,1,1
3243,36,0,1,1
3244,43,0,1,3
3245,67,0,3,4
3246,91,0,4,4
3247,109,0,4,5
3248,121,0,5,0
3250,6,0,0,0
3251,20,0,0,1
3252,33,0,1,1
3253,40,0,1,2
3254,51,0,2,2
3255,63,0,2,3
3256,72,0,3,3
3257,85,0,3,4
3258,94,0,4,4
3259,103,0,4,0
3261,11,0,0,0
3262,20,0,0,1
3263,26,0,1,1
3264,41,0,1,2
3265,51,0,2,2
3266,61,0,2,0
3268,13,0,0,1
3269,30,0,1,1
3270,44,0,1,2
3271,50,0,2,2
3272,58,0,2,2
3273,66,0,2,3
3274,71,0,3,3
3275,83,0,3,4
3276,92,0,4,0
3278,6,0,0,1
3279,23,0,1,1
3280,37,0,1,2
3281,46,0,2,2
3282,51,0,2,2
3283,55,0,2,0
3285,9,0,0,1
3286,31,0,1,1
3287,42,0,1,2
3288,49,0,2,2
3289,57,0,2,3
3290,69,0,3,3
3291,75,0,3,3
3292,86,0,3,4
3293,106,0,4,5
3294,117,0,5,6
3295,136,0,6,6
3296,149,0,6,7
3297,155,0,7,7
3298,162,0,7,7
3299,172,0,7,8
3300,178,0,8,8
3301,186,0,8,8
3302,196,0,8,0
3304,6,0,0,0
3305,16,0,0,1
3306,23,0,1,1
3307,36,0,1,2
3308,46,0,2,2
3309,60,0,2,3
3310,71,0,3,3
3311,87,0,3,4
3312,95,0,4,5
3313,114,0,5,5
3314,119,0,5,6
3315,135,0,6,0
3317,15,0,0,0
3318,22,0,0,1
3319,30,0,1,1
3320,38,0,1,2
3321,49,0,2,2
3322,59,0,2,3
3323,67,0,3,3
3324,69,0,3,3
3325,72,0,3,3
3326,80,0,3,3
3327,85,0,3,4
3328,91,0,4,4
3329,105,0,4,5
3330,115,0,5,5
3331,121,0,5,5
3332,129,0,5,6
3333,136,0,6,6
3334,151,0,6,7
3335,156,0,7,0
3337,14,0,0,1
3338,27,0,1,1
3339,40,0,1,2
3340,54,0,2,0
3342,14,0,0,1
3343,23,0,1,1
3344,34,0,1,2
3345,49,0,2,2
3346,59,0,2,3
3347,69,0,3,3
3348,81,0,3,4
3349,93,0,4,0
3351,5,0,0,0
3352,14,0,0,1
3353,24,0,1,1
3354,27,0,1,1
3355,36,0,1,2
3356,51,0,2,2
3357,59,0,2,2
3358,66,0,2,3
3359,78,0,3,4
3360,89,0,4,4
3361,98,0,4,4
3362,105,0,4,5
3363,118,0,5,5
3364,124,0,5,6
3365,136,0,6,0
3367,13,0,0,0
3368,20,0,0,1
3369,26,0,1,1
3370,35,0,1,1
3371,38,0,1,1
3372,42,0,1,2
3373,51,0,2,2
3374,58,0,2,2
3375,62,0,2,3
3376,72,0,3,3
3377,86,0,3,0
3379,17,0,0,1
3380,25,0,1,1
3381,40,0,1,2
3382,46,0,2,2
3383,56,0,2,3
3384,68,0,3,3
3385,81,0,3,4
3386,97,0,4,4
3387,109,0,4,5
3388,116,0,5,5
3389,123,0,5,0
3391,12,0,0,1
3392,23,0,1,2
3393,46,0,2,2
3394,60,0,2,3
3395,76,0,3,3
3396,87,0,3,4
3397,95,0,4,4
3398,100,0,4,4
3399,109,0,4,5
3400,115,0,5,5
3401,126,0,5,6
3402,135,0,6,0
3404,7,0,0,0
3405,16,0,0,1
3406,23,0,1,1
3407,27,0,1,1
3408,42,0,1,2
3409,54,0,2,2
3410,66,0,2,3
3411,79,0,3,3
3412,85,0,3,4
3413,101,0,4,0
3415,14,0,0,0
3416,19,0,0,1
3417,30,0,1,1
3418,37,0,1,1
3419,44,0,1,2
3420,48,0,2,2
3421,57,0,2,2
3422,66,0,2,3
3423,78,0,3,3
3424,83,0,3,3
3425,88,0,3,4
3426,100,0,4,4
3427,105,0,4,0
3429,5,0,0,0
3430,11,0,0,0
3431,18,0,0,1
3432,23,0,1,1
3433,40,0,1,2
3434,47,0,2,2
3435,58,0,2,3
3436,75,0,3,4
3437,90,0,4,4
3438,100,0,4,4
3439,107,0,4,5
3440,124,0,5,5
3441,131,0,5,0
3443,20,0,0,1
3444,36,0,1,1
3445,37,0,1,1
3446,44,0,1,2
3447,49,0,2,2
3448,66,0,2,3
3449,81,0,3,3
3450,82,0,3,0
3452,11,0,0,0
3453,17,0,0,0
3454,22,0,0,1
3455,38,0,1,2
3456,50,0,2,3
3457,68,0,3,3
3458,75,0,3,3
3459,88,0,3,4
3460,104,0,4,4
3461,110,0,4,5
3462,123,0,5,6
3463,138,0,6,6
3464,148,0,6,7
3465,159,0,7,0
3467,5,0,0,0
3468,13,0,0,1
3469,26,0,1,1
3470,35,0,1,2
3471,48,0,2,2
3472,53,0,2,2
3473,62,0,2,2
3474,64,0,2,3
3475,70,0,3,3
3476,84,0,3,3
3477,86,0,3,4
3478,100,0,4,4
3479,109,0,4,5
3480,116,0,5,5
3481,120,0,5,0
3483,13,0,0,0
3484,19,0,0,1
3485,39,0,1,2
3486,50,0,2,2
3487,62,0,2,3
3488,73,0,3,3
3489,80,0,3,4
3490,89,0,4,4
3491,97,0,4,4
3492,104,0,4,5
3493,111,0,5,5
3494,118,0,5,5
3495,122,0,5,6
3496,134,0,6,0
3498,6,0,0,0
3499,16,0,0,0
3500,21,0,0,0
3501,22,0,0,1
3502,30,0,1,1
3503,40,0,1,2
3504,49,0,2,2
3505,56,0,2,2
3506,66,0,2,3
3507,78,0,3,3
3508,83,0,3,4
3509,101,0,4,4
3510,103,0,4,5
3511,113,0,5,5
3512,131,0,5,6
3513,134,0,6,0
3515,10,0,0,0
3516,17,0,0,0
3517,22,0,0,1
3518,29,0,1,2
3519,48,0,2,2
3520,62,0,2,3
3521,70,0,3,3
3522,80,0,3,4
3523,94,0,4,4
3524,97,0,4,0
3526,3,0,0,0
3527,11,0,0,0
3528,19,0,0,1
3529,39,0,1,2
3530,60,0,2,3
3531,71,0,3,3
3532,83,0,3,3
3533,88,0,3,4
3534,102,0,4,4
3535,105,0,4,5
3536,116,0,5,5
3537,126,0,5,6
3538,139,0,6,6
3539,143,0,6,0
3541,7,0,0,0
3542,18,0,0,1
3543,29,0,1,1
3544,37,0,1,2
3545,47,0,2,2
3546,53,0,2,2
3547,63,0,2,3
3548,75,0,3,3
3549,78,0,3,4
3550,92,0,4,4
3551,102,0,4,4
3552,110,0,4,5
3553,119,0,5,5
3554,128,0,5,6
3555,145,0,6,0
3557,8,0,0,1
3558,24,0,1,1
3559,36,0,1,2
3560,54,0,2,0
3562,21,0,0,1
3563,32,0,1,1
3564,39,0,1,2
3565,48,0,2,2
3566,51,0,2,2
3567,57,0,2,2
3568,66,0,2,3
3569,76,0,3,0
3571,6,0,0,0
3572,11,0,0,1
3573,27,0,1,1
3574,39,0,1,2
3575,46,0,2,2
3576,62,0,2,2
3577,66,0,2,3
3578,75,0,3,4
3579,91,0,4,4
3580,99,0,4,4
3581,107,0,4,0
3583,15,0,0,0
3584,17,0,0,0
3585,21,0,0,1
3586,26,0,1,1
3587,34,0,1,2
3588,49,0,2,2
3589,62,0,2,3
3590,75,0,3,4
3591,92,0,4,4
3592,98,0,4,4
3593,108,0,4,5
3594,114,0,5,5
3595,120,0,5,5
3596,128,0,5,6
3597,133,0,6,0
3599,8,0,0,0
3600,12,0,0,0
3601,18,0,0,1
3602,27,0,1,1
3603,39,0,1,2
3604,45,0,2,2
3605,58,0,2,3
3606,68,0,3,3
3607,77,0,3,3
3608,84,0,3,3
3609,88,0,3,4
3610,94,0,4,4
3611,100,0,4,4
3612,103,0,4,5
3613,127,0,5,6
3614,137,0,6,0
3616,10,0,0,1
3617,26,0,1,1
3618,29,0,1,1
3619,36,0,1,2
3620,45,0,2,2
3621,59,0,2,3
3622,69,0,3,3
3623,78,0,3,4
3624,96,0,4,4
3625,103,0,4,5
3626,118,0,5,5
3627,130,0,5,0
3629,12,0,0,0
3630,22,0,0,1
3631,31,0,1,1
3632,40,0,1,2
3633,54,0,2,3
3634,69,0,3,3
3635,74,0,3,3
3636,80,0,3,4
3637,89,0,4,4
3638,103,0,4,4
3639,108,0,4,0
3641,8,0,0,0
3642,18,0,0,1
3643,24,0,1,1
3644,30,0,1,1
3645,38,0,1,2
3646,45,0,2,2
3647,54,0,2,2
3648,64,0,2,3
3649,73,0,3,3
3650,80,0,3,4
3651,94,0,4,4
3652,95,0,4,4
3653,105,0,4,5
3654,128,0,5,6
3655,140,0,6,6
3656,150,0,6,0
3658,6,0,0,0
3659,16,0,0,1
3660,28,0,1,1
3661,35,0,1,2
3662,49,0,2,2
3663,58,0,2,3
3664,67,0,3,3
3665,75,0,3,0
3667,5,0,0,0
3668,13,0,0,0
3669,21,0,0,1
3670,28,0,1,1
3671,32,0,1,2
3672,46,0,2,2
3673,56,0,2,2
3674,61,0,2,3
3675,70,0,3,4
3676,91,0,4,4
3677,104,0,4,0
3679,13,0,0,0
3680,21,0,0,1
3681,25,0,1,1
3682,32,0,1,1
3683,42,0,1,2
3684,51,0,2,3
3685,72,0,3,3
3686,77,0,3,4
3687,94,0,4,4
3688,106,0,4,5
3689,115,0,5,5
3690,125,0,5,6
3691,139,0,6,6
3692,148,0,6,7
3693,156,0,7,0
3695,10,0,0,0
3696,18,0,0,1
3697,24,0,1,1
3698,39,0,1,2
3699,47,0,2,2
3700,53,0,2,3
3701,73,0,3,3
3702,83,0,3,4
3703,94,0,4,5
3704,112,0,5,5
3705,119,0,5,5
3706,131,0,5,6
3707,147,0,6,7
3708,162,0,7,0
3710,14,0,0,1
3711,26,0,1,1
3712,40,0,1,2
3713,50,0,2,2
3714,57,0,2,2
3715,61,0,2,3
3716,72,0,3,0
3718,8,0,0,0
3719,21,0,0,1
3720,30,0,1,1
3721,42,0,1,2
3722,55,0,2,2
3723,57,0,2,2
3724,63,0,2,3
3725,72,0,3,3
3726,81,0,3,4
3727,92,0,4,4
3728,100,0,4,5
3729,122,0,5,6
3730,144,0,6,0
3732,8,0,0,0
3733,22,0,0,1
3734,32,0,1,1
3735,40,0,1,2
3736,54,0,2,3
3737,70,0,3,3
3738,78,0,3,4
3739,92,0,4,4
3740,104,0,4,5
3741,118,0,5,0
3743,4,0,0,0
3744,18,0,0,1
3745,30,0,1,1
3746,41,0,1,2
3747,61,0,2,3
3748,67,0,3,3
3749,69,0,3,3
3750,74,0,3,3
3751,85,0,3,3
3752,88,0,3,4
3753,93,0,4,4
3754,98,0,4,4
3755,107,0,4,0
3757,11,0,0,1
3758,27,0,1,1
3759,29,0,1,2
3760,48,0,2,2
3761,51,0,2,2
3762,58,0,2,2
3763,64,0,2,3
3764,73,0,3,3
3765,81,0,3,3
3766,87,0,3,4
3767,93,0,4,4
3768,104,0,4,5
3769,111,0,5,5
3770,121,0,5,5
3771,129,0,5,6
3772,143,0,6,0
3774,9,0,0,0
3775,22,0,0,1
3776,35,0,1,2
3777,52,0,2,3
3778,68,0,3,3
3779,74,0,3,3
3780,83,0,3,0
3782,10,0,0,0
3783,20,0,0,1
3784,30,0,1,1
3785,34,0,1,1
3786,44,0,1,2
3787,57,0,2,2
3788,65,0,2,0
3790,12,0,0,1
3791,26,0,1,1
3792,28,0,1,2
3793,47,0,2,2
3794,57,0,2,2
3795,64,0,2,3
3796,75,0,3,3
3797,82,0,3,3
3798,87,0,3,4
3799,104,0,4,5
3800,120,0,5,6
3801,135,0,6,6
3802,145,0,6,6
3803,153,0,6,0
3805,9,0,0,1
3806,29,0,1,1
3807,37,0,1,2
3808,45,0,2,2
3809,54,0,2,3
3810,68,0,3,3
3811,77,0,3,3
3812,88,0,3,4
3813,97,0,4,4
3814,110,0,4,5
3815,121,0,5,5
3816,131,0,5,6
3817,135,0,6,0
3819,8,0,0,1
3820,28,0,1,1
3821,41,0,1,2
3822,54,0,2,2
3823,66,0,2,3
3824,78,0,3,3
3825,81,0,3,3
3826,88,0,3,4
3827,94,0,4,0
3829,11,0,0,0
3830,14,0,0,0
3831,17,0,0,1
3832,31,0,1,1
3833,44,0,1,2
3834,54,0,2,3
3835,67,0,3,3
3836,74,0,3,4
3837,89,0,4,4
3838,101,0,4,5
3839,124,0,5,0
3841,14,0,0,1
3842,24,0,1,1
3843,32,0,1,1
3844,37,0,1,2
3845,53,0,2,2
3846,60,0,2,3
3847,76,0,3,3
3848,84,0,3,3
3849,88,0,3,4
3850,96,0,4,4
3851,101,0,4,4
3852,104,0,4,0
3854,7,0,0,0
3855,15,0,0,1
3856,28,0,1,1
3857,39,0,1,2
3858,47,0,2,2
3859,58,0,2,3
3860,73,0,3,3
3861,84,0,3,4
3862,93,0,4,5
3863,112,0,5,0
3865,14,0,0,1
3866,24,0,1,1
3867,37,0,1,2
3868,45,0,2,2
3869,57,0,2,3
3870,67,0,3,3
3871,77,0,3,4
3872,92,0,4,4
3873,105,0,4,5
3874,113,0,5,5
3875,126,0,5,6
3876,134,0,6,6
3877,145,0,6,0
3879,10,0,0,1
3880,25,0,1,1
3881,32,0,1,1
3882,38,0,1,1
3883,42,0,1,2
3884,56,0,2,3
3885,67,0,3,3
3886,81,0,3,4
3887,90,0,4,4
3888,109,0,4,5
3889,116,0,5,6
3890,137,0,6,6
3891,142,0,6,0
3893,9,0,0,1
3894,27,0,1,1
3895,41,0,1,2
3896,53,0,2,3
3897,69,0,3,3
3898,83,0,3,4
3899,100,0,4,0
3901,8,0,0,0
3902,20,0,0,1
3903,36,0,1,2
3904,51,0,2,2
3905,63,0,2,3
3906,86,0,3,4
3907,95,0,4,5
3908,113,0,5,0
3910,17,0,0,1
3911,28,0,1,1
3912,37,0,1,2
3913,47,0,2,2
3914,55,0,2,2
3915,62,0,2,3
3916,71,0,3,3
3917,80,0,3,0
3919,7,0,0,0
3920,20,0,0,1
3921,30,0,1,2
3922,46,0,2,2
3923,55,0,2,3
3924,70,0,3,3
3925,78,0,3,3
3926,88,0,3,0
3928,8,0,0,0
3929,16,0,0,1
3930,28,0,1,1
3931,36,0,1,1
3932,43,0,1,2
3933,62,0,2,0
3935,10,0,0,0
3936,22,0,0,1
3937,33,0,1,1
3938,42,0,1,2
3939,53,0,2,2
3940,60,0,2,3
3941,76,0,3,3
3942,83,0,3,4
3943,95,0,4,0
3945,22,0,0,1
3946,30,0,1,1
3947,37,0,1,2
3948,46,0,2,2
3949,53,0,2,2
3950,60,0,2,0
3952,11,0,0,0
3953,20,0,0,1
3954,33,0,1,1
3955,39,0,1,2
3956,48,0,2,2
3957,60,0,2,3
3958,70,0,3,3
3959,77,0,3,3
3960,83,0,3,4
3961,107,0,4,5
3962,113,0,5,0
3964,4,0,0,0
3965,14,0,0,0
3966,22,0,0,1
3967,30,0,1,1
3968,40,0,1,2
3969,60,0,2,2
3970,62,0,2,3
3971,72,0,3,3
3972,83,0,3,4
3973,94,0,4,0
3975,9,0,0,0
3976,14,0,0,1
3977,27,0,1,1
3978,37,0,1,2
3979,52,0,2,2
3980,65,0,2,0
3982,10,0,0,1
3983,31,0,1,1
3984,39,0,1,2
3985,48,0,2,2
3986,59,0,2,2
3987,65,0,2,3
3988,71,0,3,3
3989,82,0,3,4
3990,94,0,4,4
3991,107,0,4,5
3992,118,0,5,5
3993,129,0,5,6
3994,146,0,6,6
3995,153,0,6,7
3996,169,0,7,0
3998,7,0,0,0
3999,10,0,0,0
4000,19,0,0,1
4001,37,0,1,2
4002,48,0,2,2
4003,53,0,2,2
4004,64,0,2,3
4005,72,0,3,3
4006,80,0,3,3
4007,84,0,3,3
4008,88,0,3,4
4009,100,0,4,4
4010,108,0,4,5
4011,120,0,5,6
4012,134,0,6,0
4014,6,0,0,0
4015,12,0,0,0
4016,20,0,0,1
4017,30,0,1,1
4018,37,0,1,2
4019,49,0,2,2
4020,60,0,2,3
4021,71,0,3,3
4022,84,0,3,4
4023,97,0,4,0
4025,9,0,0,0
4026,14,0,0,0
4027,17,0,0,1
4028,26,0,1,1
4029,43,0,1,2
4030,54,0,2,3
4031,69,0,3,3
4032,74,0,3,3
4033,84,0,3,4
4034,96,0,4,4
4035,109,0,4,5
4036,123,0,5,0
4038,15,0,0,1
4039,24,0,1,1
4040,33,0,1,2
4041,47,0,2,2
4042,56,0,2,2
4043,62,0,2,3
4044,73,0,3,3
4045,82,0,3,4
4046,89,0,4,4
4047,104,0,4,0
4049,6,0,0,0
4050,16,0,0,0
4051,20,0,0,1
4052,28,0,1,1
4053,33,0,1,1
4054,41,0,1,2
4055,52,0,2,2
4056,54,0,2,2
4057,63,0,2,3
4058,74,0,3,3
4059,78,0,3,0
4061,13,0,0,0
4062,20,0,0,1
4063,33,0,1,1
4064,39,0,1,2
4065,55,0,2,3
4066,72,0,3,3
4067,79,0,3,4
4068,92,0,4,4
4069,109,0,4,5
4070,121,0,5,0
4072,11,0,0,0
4073,12,0,0,1
4074,34,0,1,1
4075,41,0,1,2
4076,49,0,2,2
4077,66,0,2,3
4078,74,0,3,3
4079,88,0,3,4
4080,95,0,4,0
4082,6,0,0,0
4083,13,0,0,0
4084,20,0,0,1
4085,26,0,1,1
4086,39,0,1,2
4087,47,0,2,2
4088,59,0,2,3
4089,79,0,3,3
4090,85,0,3,4
4091,89,0,4,4
4092,96,0,4,5
4093,114,0,5,0
4095,10,0,0,0
4096,17,0,0,1
4097,28,0,1,1
4098,40,0,1,2
4099,47,0,2,2
4100,54,0,2,2
4101,62,0,2,2
4102,64,0,2,3
4103,68,0,3,3
4104,72,0,3,3
4105,78,0,3,3
4106,83,0,3,4
4107,97,0,4,4
4108,105,0,4,0
4110,19,0,0,1
4111,36,0,1,2
4112,51,0,2,2
4113,55,0,2,2
4114,63,0,2,3
4115,73,0,3,3
4116,81,0,3,4
4117,94,0,4,4
4118,106,0,4,5
4119,117,0,5,5
4120,126,0,5,0
4122,6,0,0,1
4123,24,0,1,1
4124,32,0,1,1
4125,44,0,1,2
4126,52,0,2,2
4127,57,0,2,2
4128,64,0,2,3
4129,75,0,3,3
4130,83,0,3,4
4131,91,0,4,0
4133,18,0,0,0
4134,22,0,0,1
4135,27,0,1,1
4136,42,0,1,2
4137,50,0,2,2
4138,60,0,2,3
4139,71,0,3,3
4140,83,0,3,4
4141,90,0,4,4
4142,100,0,4,4
4143,104,0,4,0
4145,9,0,0,0
4146,14,0,0,1
4147,25,0,1,1
4148,32,0,1,1
4149,38,0,1,2
4150,47,0,2,2
4151,61,0,2,2
4152,64,0,2,3
4153,77,0,3,3
4154,82,0,3,4
4155,92,0,4,5
4156,112,0,5,5
4157,117,0,5,5
4158,123,0,5,6
4159,133,0,6,6
4160,139,0,6,6
4161,149,0,6,6
4162,153,0,6,0
4164,16,0,0,0
4165,22,0,0,1
4166,31,0,1,2
4167,45,0,2,2
4168,57,0,2,3
4169,67,0,3,3
4170,74,0,3,3
4171,80,0,3,4
4172,90,0,4,4
4173,96,0,4,4
4174,104,0,4,5
4175,118,0,5,0
4177,7,0,0,0
4178,22,0,0,1
4179,30,0,1,1
4180,40,0,1,2
4181,48,0,2,2
4182,64,0,2,3
4183,75,0,3,3
4184,79,0,3,4
4185,89,0,4,4
4186,105,0,4,5
4187,112,0,5,0
4189,7,0,0,1
4190,23,0,1,1
4191,29,0,1,1
4192,39,0,1,2
4193,49,0,2,2
4194,55,0,2,2
4195,63,0,2,3
4196,68,0,3,0
4198,8,0,0,0
4199,14,0,0,1
4200,24,0,1,1
4201,31,0,1,1
4202,39,0,1,2
4203,54,0,2,2
4204,60,0,2,2
4205,64,0,2,3
4206,72,0,3,3
4207,81,0,3,4
4208,91,0,4,5
4209,111,0,5,5
4210,121,0,5,6
4211,138,0,6,0
4213,6,0,0,0
4214,11,0,0,0
4215,21,0,0,1
4216,31,0,1,1
4217,38,0,1,2
4218,48,0,2,2
4219,58,0,2,3
4220,73,0,3,3
4221,88,0,3,4
4222,93,0,4,4
4223,96,0,4,0
4225,17,0,0,1
4226,25,0,1,1
4227,33,0,1,1
4228,41,0,1,2
4229,45,0,2,2
4230,53,0,2,2
4231,59,0,2,0
4233,10,0,0,0
